Id,Username,Age,Skin_Description,Date,Rating,Review
1307,rindia,25 - 29,"Dry, Medium, Warm",06 Oct 2022,5,"Super duper affordable karena sizenya lumayan besar. Cocok sih buat daily make up remover. Ga berat, ga bikin kulit berminyak dan ga ada efek ketarik sesudahnya. Ga ngerasa berdosa pakai banyak-banyak karena harganya beneran terjangkau! Ada sedikit wanginya tapi gak ganggu sama sekali. Good product dan bakal repurchase kalau abis!"
1308,Daisymlnd,19 - 24,"Combination, Light, Neutral",05 Oct 2022,5,"Udah botol ke-3 pakai POND'S Vitamin micellar water ini ð Wangi rosenya itu enak banget dan ada kandungan vitaminnya. Efektif membersihkan makeup dan debu di wajah. Terus produk ini non-alcohol, gak bikin lengket or berminyak di kulit. Jadi ringan dan lembut, cocok untuk semua jenis kulit. Harganya juga affordable, worth to try!"
1309,Fufu_foe,25 - 29,"Dry, Medium, Neutral",05 Oct 2022,3,"daya bersihnya enak banget sebenarnya, bersihnya pas, nggak keset, nggak perih di mata juga, apalagi gampang banget dibilasnya. Buat mbersihin area mata juga aman. Wanginya enak banget si, seger gitu. Tapi sayang di aku kayaknya kurang cocok, soalnya tiba-tiba jd muncul jerawat padahal lagi nggak pake skincare baru (kecuali ini)"
1310,Indahysrka,25 - 29,"Combination, Medium, Neutral",04 Oct 2022,5,"Yang pertama aku notis itu wanginya enak bangeeet, wangi khas mawar gitu. Aku pake ini sebagai second cleanser setelah pake cleansing balm. Cukup ngebersihin residu2 dari cleansing balmnya itu. Setelah pemakaian juga gaada rasa lengket jadi kayak abis cuci muka pake air biasa, kayaknya itu grgr ada vitaminnya ya jadi dia menyerap ke kulit gt dan yang penting gaada alkoholnya jadi cocok buat semua jenis kulit!"
1311,itaaaafiryal_,19 - 24,"Combination, Medium, Neutral",04 Oct 2022,5,"micellar water yg bisa bgt ngebersihin makeup or kotoran dari debu, tanpa ada rasa lengket dan ketarik gitu so far oke dgn harga yg sangat cukup terjangkau utk semua kalangan bisa banget beliii! terkhusus pelajar kaya aku (pdhl udah lulus hihihii, tp masih belajarð)"
1312,adnayuan,25 - 29,"Dry, Medium, Neutral",04 Oct 2022,3,"Berkisar harga 20ribuan, produk ini cukup untuk membersihkan make-up ringan, kotoran, dan minyak di wajah. Tapi produk ini kurang kuat untuk make-up tebal/waterproof. Mengandung fragrance yang sangat kuat. Tapi tidak mengakibatkan beruntusan ataupun ketidakcocokan lain."
1313,smaharaniw,30 - 34,"Oily, Medium Dark, Neutral",04 Oct 2022,5,"Thank you FD x Pondâs udah ngasi aku micellar water ini. Packagingnya lucu bangeett nuansa pink sama bening gitu. Wanginya enak, soft rose. Awalnya takut ga cocok karena mukaku kadang sensitif dan ini ada fragrancenya, tapi pas dipake aman2 aja ternyata. Buat hapus makeup sehari2 mantul banget sih cukup satu kapas aja. Setelah dipake afterfeelnya seger banget, ga lengket ga gerah, dan yang paling penting ga bikin bruntusan. Untuk efek mencerahkannya belum keliatan karena baru dipake dua hari. Kalo untuk hapus makeup waterproof kayaknya mesti dua kapas deh at least, tapi gapapa kok karena ini kan emang water based. Ohya, yang aku dapet ini tubenya gede banget tapi masih termasuk travel friendly soalnya masih muat di tas. Auto repurchase sih ini setelah abis nanti"
1314,sweetprue,35 - 39,"Combination, Medium Light, Neutral",04 Oct 2022,5,"Thank you Female Daily untuk kesempatan yang diberikan buatku review Pond's Vitamin Micellar Water. Pas banget aku juga sedang pakai, dapat dari goodie bag #JxB 2022 kemarin. I must say this is one of the best micellar water i've tried â¤ Cleansing powernya oke, membersihkan debu, kotoran,makeup. Cairannya ringan, gampang diusapkan ke wajah. Tidak ada rasa lengket setelah wajah dibersihkan. Wangi rose nya lembut, tidak over power.Kebetulan aku suka wangi rose, jadi aku suka banget pakai micellar water ini. Ditambah lagi ada vitamin A, B, C, E (vit A dan vit C dalam bentuk turunan yang tidak iritatif, jadi aman untuk pemula) yang menyehatkan, mencerahkan, melembapkan kulit. Produk ini aman untuk semua jenis kulit,di aku juga aman aja, terutama daerah cuping hidung yang biasa rawan merah-merah, ini aman ð Layak repurchase ð"
1315,ayuayutyas,30 - 34,"Oily, Medium Light, Warm",03 Oct 2022,5,"Thankyou FemaleDaily udah ngasih kesempatan aku buat nyoba micellar water ini. First impression-ku adalah wanginya yang soft, ga ganggu menurutku. Aku jarang makeup tebel sih, jadi ya cukup cukup aja. Dan karna mukaku sensitif, yang gampang jerawatan, sepertinya ini tuh cocok buatku. Tidak ada ngasih efek buruk. Dan secara kemasan pun aku suka ya yang tutupan gitu, karna ga ribet."
1316,queenclaudya,19 - 24,"Normal, Medium Light, Neutral",03 Oct 2022,5,"Pertama kali dibuka tercium wangi rose enak banget, fresh dan membuat relax! Personally, aku suka banget wangi rose jadi ngga terlalu ganggu (tapi buat orang yang ngga suka atau sensitive terhadap fragrance, akan terasa ganggu). Pas diaplikasikan terasa bersih dan ngga pedih apalagi di area sekitar mata. Setelah dipakai juga ngga terasa lengket di kulit dan ngga membuat kulit kering, jadi nyaman banget buat pemilik normal to dry skin. Kalau untuk performa, memang kurang mengangkat dan perlu usaha ekstra untuk make up waterproof seperti maskara atau eyeliner. Tapi, aku pribadi ngga masalah sih, ini enak banget untuk ngebersihin wajah sehari-hari. Kalau untuk waterproof make up aku bisa pake micellar water yang oil-infused."
1317,maharrani7,25 - 29,"Combination, Medium Light, Neutral",03 Oct 2022,1,"(Edited) Thankyou, FD and Try Review karena sudah dikasih kesempatan untuk coba produk ini. Kebetulan banget micellar waterku pas habis. So far ini sama seperti micellar water lainnya ya. Untuk menghapus makeup ringan sih cepet banget, nggak perlu banyak kapas. Tapi kalau untuk hapus maskara waterproof agak susah, butuh dua sampai tiga kapas. Yg nyebelin dari produk ini aroma parfumnya yang menurutku terlalu menyengat dan mengganggu. Selebihnya nggak ada efek negatif lain untungnya, padahal wajahku sensitif banget semua semua skincare yg mengandung parfum. Sorry banget harus ubah penilaian. Pasca rutin pakai ini, malah wajahku jadi berjerawat kecil2 yg sakit bgt dan buanyaaaaak bgt2 di bagian rahang, pipi, hidung. Begitu aku stop 4hari kemudian jerawatku kempes. Aku coba pakai lagi eh muncul jerawat gitu lagi. Dan baru sadar komedo sama minyak jd banyak bgt2 semenjak pakai ini jadi skrg aku stop total"
1318,tisyazuritricia,25 - 29,"Dry, Medium, Warm",03 Oct 2022,5,produk yang wajib dimiliki beauties semua karena memang sebagus itu dan efektif untuk double cleansing terutama untuk aku yang males cuci muka. ini efektif banget angkat sisa makeup kalian. harganya juga affordable dan bisa didapat di mana aja
1319,urangcantik,25 - 29,"Dry, Medium, Warm",03 Oct 2022,4,"Produknya wangi banget, ga suka wanginyaa terlalu nyengat, dan wanginya awet ga langsung ilang jadi agak ganggu si, buat ngilangin make up yg natural si oke banget cuma kalo yang waterproof misalnya lipstik (maybelline matte) dan eyeliner (maybelline hypersharp) sama mascara (ertos doll look curls) agak susah (btw aku cantumin merk, biar kalian gampang membayangkan segimana performa dari micellar ini), tapi nilai plusnya lagi dia ga pedih dimata (kalo hapus eye make up) dan ga bikin kering, ya recommended si tapi bagi yg ga suka wangi itu bener bener ganggu bgt si"
1320,Stephaniesyan,25 - 29,"Oily, Medium Light, Neutral",03 Oct 2022,4,"dapat pond's vitamin micellar water ini dari fd try & review. aku uda coba pake 5 harian. plusnya aku suka wangi rose nya yg cenderung soft dan gak menyengat, penutupnya juga model buka tutup clip gitu atau apalah sebutannya jadi lebih gampang aja gitu. terus ini bagus buat ngangkat kotoran dimuka krn aku kmn2 naik motor dan pake 1 helai kapas aja uda cukup bersihin langsung item2 smua ð pas coba kapas ke dua uda bersihan gk item2 lagi, bagus buat ngangkat sisa sunscreen juga dan karena aku gk make up jadi aku kurang tau kalo buat eyeliner dll, cuma pake foundation tipis2 dan itu pun juga keangkat. terus abis dipake rasanya seger dan gak berasa lengket2. minusnya agak perih dimata aku dan juga aku pake skincare yg biasa aku pake plus tambah si pond's ini karena hrs review tp sygnya 5 hari pake pond's ini jadi sering muncul jerawat kecil2 mungkin krn ada kandungan yg gk cocok dikulit aku atau mungkin ada kandungan skincare aku yg gk bisa dicombine sama pemakaian pond's ini. Overall ini oke buat ngangkat kotoran dimuka hnya saja mungkin agak sedikit kurang cocok di kulit muka aku."
1321,_firma,19 - 24,"Combination, Medium Light, Cool",03 Oct 2022,4,"Produk ini gak bikin lengket dan kering, terus baunya juga soft sekali. Cukup bagus buat angkat make up. Cuman buat maskara yang waterproof harus diulang beberapa kali biar ilang. Ini juga buat kulit aku gak ada efek buruknya, gak bikin jerawat dan bruntusan"
1322,Windaliman,30 - 34,"Combination, Light, Neutral",03 Oct 2022,4,"aku suka teksturnya sprti air ga berminyak jd kesan akhrx ga lengket..wangi rose yg lmyn soft..utk daily make up ini bgs sih ya karena bs mengangkat dgn baik sisa2 make up(maskara dan eye brow waterproof,liptint ) walaupun hrs d tekan dl br d swipe bbrp kali .. hrgnya pun affordable ...makasih FD TRY AND REVIEW!!"
1323,yrulia,25 - 29,"Oily, Medium Light, Neutral",02 Oct 2022,5,aku suka sama micellar water ini karena setelah pemakaian kulit wajah berasa lebih lembut. daya angkatnya untuk face makeup cukup baik walau kalo full makeup harus ngabisin sekitar 3 kapas sampe bersih banget. kalo untuk eye and lips makeup harus agak didiemin lama dulu sampe kotorannya keangkat semua. ada wangi yg soft dari produk ini yg samasekali ga ganggu. packaging nya untuk ukuran 235 ml terbilang ga bulky
1324,amaliadayu,25 - 29,"Normal, Light, Neutral",02 Oct 2022,5,"Produk ini bagus untuk mengangkat make up atau kotoran di wajah. Cukup bersih dan terangkat semua, surprisenya maskara waterproof juga bisa bersih loh tapi harus sabar hehe tapi poin plus banget jadi ga perlu make up remover yang berminyak2an bikin ga nyaman pengen cepet2 cuci muka itu. Ada aroma khas rosenya yang lembut. Waktu diaplikasikan produk ini juga lembut, setelahnya juga kulit wajah berasa lembut dan ada efek cerahnya juga. Karena kulit bersih dan ternutrisi juga dengan kandungan2nya jadi pelengkap untuk skincare yang lainnya juga. Somehow bangun tidur jadi lebih cerah kulit wajahnya. Lebih sukanya lagi gak ada efek negatif di kulit aku setelah penggunaan produk inið¤"
1325,auliaasaf,25 - 29,"Combination, Light, Neutral",01 Oct 2022,5,"Micellar Water ini unik! Selain ampuh menghapus 99% makeup, kotoran, sunscreen, juga menutrisi kulit dengan 5 vitamin (vitamin A, B3, B5, C, E) yang bikin kulit glowing, pertama loh!Plus mengandung 100% Organic French roses dengan 5x kekuatan pencerah. Cobain deh berasa bedanya, kulit jadi lebih ga bertekstur, lembut & halus, cerah dan yang terpenting tetap lembap. Aman untuk semua jenis kulit soalnya udah diuji dokter mata dan kulit. Formulanya 100% bebas alkohol, non-oily/non-sticky. Point plus nya lagi, botol dapat didaur ulang 100%. Abis ini mau coba varian nourishing milk nya!!"
1326,hefycaca,25 - 29,",25 - 29",01 Oct 2022,5,"cream pencerah wajah untuk kulit normal dan nyaman dipakai. Kamu Mungkin Juga Suka, ngga dempul , aroma wangi ngga menyengat ngga berminyak langsung meresaap aku suka bangett sama produk pons , harganya juga terjangkau banget di kantong aku"
1327,indyaliffia,25 - 29,"Combination, Medium Light, Warm",30 Sep 2022,5,"Ini wanginya soft sama seger gitu yaa, pas diaplikasikan ke daerah mata dia ga perih, lumayan angkat sunscreen, bedak, sama sisa-sisa lipstik di wajah, setelah selesai pemakaian muka jadi keliatan lebih cerah dan ga menimbulkan kesan berminyak di wajah. Di kulit aku yang sensitive ini cocok soalnya ga nimbulin efek negatif setelahnyaa. Thank u FD x Pond's"
1328,erikafuzh,19 - 24,"Combination, Medium Light, Warm",30 Sep 2022,5,"Dari packaging mantep sih yaa, dia tutupnya flip-flop gt, isinya juga cukup banyak. Wanginy soft gitu ga nyengat, di aku fine2 aja gabikin pedih or perih, bikin bersih angkat kotor-kotor dimuka, untuk kulit aku yg super duper sensitif ini cocok sieeh"
1329,Yuznia_Widodo,30 - 34,"Combination, Medium, Warm",30 Sep 2022,5,"Micellar water ini dikemas di botol yang tutup nya flip top dan lubangnya kecil, jadi pas menuang ga bakal kebanyakan dan ga mudah tumpah. Konsistensi cairannya mirip air, tapi ada aroma rose lembut yang bakal bikin rileks. Daya bersihnya bagus, bisa ngangkat kotoran di wajah juga bekas bedak, lipstik, dan pensil alis dengan sempurna."
1330,Riapspth,25 - 29,"Combination, Medium, Neutral",29 Sep 2022,5,"Salah satu micellar water yg aku pakai selain garnier ya pond's ini ð¥° selain harganya lebih terjangkau, menurutku gak kalah saing sama garnier ya dari segi kualitas. Kotoran di wajah keangkat sempurna kok ð¤ð¤ Wanginya pun yang rose ini enak. Wajib jadi Salah satu pilihan sih untuk micellar water yg harganya ramah di kantong"
1331,d2narti,35 - 39,"Normal, Medium, Warm",29 Sep 2022,5,"Terima kasih untuk Female daily dan Pond's yang sudah mempercayakan saya untuk mencoba produk ini . Kemasan dari produk sangat girly dan Pond's banget. Botolnya yang bening sangat ngebantu banget buat ngeliat berapa banyak produk yang masih ada, tutupnya gampang di buka tapi tetep aman . Untuk produknya sendiri gampang untuk keluar . Untuk tekstur sendiri terasa seperti air tanpa ada rasa minyak atau gel yang ngak lengket di tangan . Sementara wanginya sendiri enak banget dan menurut aku ngebikin kita santai . Walau pun teksturnya seperti air tapi make up aku terangkat dengan sangat baik , maskara waterproof, eyeliner waterproof, foundation , bedak , eye shadow, blush on dan lipstik non transfer hilang semua . Kulit terasa lembut , bersih , segar . Dan cocok banget di kulit aku . Pokoknya recommended dah"
1332,pirabasae,19 - 24,"Combination, Medium Dark, Warm",29 Sep 2022,5,"Ih serius deh, sebelom daper give dari Female Daily, aku udah beli yang mini size di mini market karna penasaran sama wanginya yang enak banget, tapi gak pedih dimata, ga pahit dimulut, lembut banget si kalo di swipe tapi tissu, tipikal micellar water yang gak panas juga. love it!"
1333,moonredwine,40 - 44,"Combination, Light, Cool",29 Sep 2022,4,"Kebetulan lagi seneng banget sama semua produk yang ada kandungan rose nya, karena rose terkenal efek anti-aging. And I got this from FD Try&Review, great thanks!kemasannya simple dan tutupnya aman, ga ada bocor sedikitpun. Must be nice buat dipake sehari2 atau dibawa traveling. Cairannya seperti micellar water in common. Bening ringan seperti air, ga ada kesan atau rasa oily. Wanginya pure rose. Agak strong, but still nice. Daya bersihnya? Wow! Aku cobain untuk bersihin eye liner waterproof, Cuma diteken-teken 3-5 kali udah bersih tanpa diusap. Sempet kerasa rada panas di bagian kulit pipiku yang emang lebih sensitif, tapi Cuma 1 menit trus hilang saat micellar waternya udah fully menguap dan kering. Rasanya bersih, kaya abis cuci muka, ga ada sisa lengket-lengket gitu.Overall, very worth to buy untuk kulit yang ga ada masalah khusus."
1334,christabelcf,30 - 34,"Combination, Light, Neutral",29 Sep 2022,5,"enak dipakenya, ga bikin muka kering, dan wanginya enak! wanginya wangi rose yg relaxing, gak yg offensive gitu. cocok buat dipake daily, buat ngangkat makeup basic + sunscreen + kotoran debu dll. aku emang cocok sm skincare yg ada ingredients rose nya, jadi sama ini jg cocok <3"
1335,ratihfitrinaka,30 - 34,"Dry, Medium, Warm",28 Sep 2022,5,wah gilak sih ini micellar water yang paling enak. wanginya juga menyegarkan. isinya banyak. dan sekali usap lumayan bikin ssger sewajah. Nggak bikin muka rasanya ketarik. paling menyenangkannya produk ini bikin remove make up juga. Jdi wajib dipunyai sih!
1336,nikeishajill,19 - 24,"Oily, Light, Neutral",28 Sep 2022,5,"This is my first time to try this vitamin micellar water from Pondâs! First impressionnya pas pertama dibuka tutupnya itu langsung muncul wangi floral rose yang strong, tapi enak dan buat fresh bgt. Then, aku langsung coba hari ini untuk bersihin daily makeup after meeting at home. Dan ternyata hasilnya so good dengan harga yang affordable! Rasanya itu ringan banget dan ga lengket + sesuai dengan claimnya, setelah bersihin pake product ini juga muka bersih fresh, walau harus agak ditekan dan beberapa kali diusap. Dan kayak langsung ada efek brightening dan pinkish juga. Produk ini aku dapet sebagai gift, dan dapet with a full size. For overall, I love this product. Iâm so lucky! Thank you so much, FD. ð¥¹ð¤ðð¼"
